Progress,Duration (in seconds),Finished,S1_4,S1_5,S1_6,S2_4,S2_5,S2_6,S3_4,S3_5,S3_6,S4_4,S4_5,S4_6,S5_4,S5_5,S5_6,S6_4,S6_5,S6_6,S7_4,S7_5,S7_6,S8_4,S8_5,S8_6,S9_4,S9_5,S9_6,S10_4,S10_5,S10_6,S11_4,S11_5,S11_6,S12_4,S12_5,S12_6,S13_4,S13_5,S13_6,S14_4,S14_5,S14_6,S15_4,S15_5,S15_6,S16_4,S16_5,S16_6,S17_4,S17_5,S17_6,S18_4,S18_5,S18_6,demo,age,gender,ethnicity,ethnicity_6_TEXT,education,ses,S1A,S2A,S3A,S4A,S5A,S6A,S7A,S8A,S9A,S10A,S11A,S12A,S13A,S14A,S15A,S16A,S17A,S18A,S5-FR_5 - Parent Topics,S5-FR_5 - Sentiment Polarity,S5-FR_5 - Sentiment Score,S5-FR_5 - Sentiment,S5-FR_5 - Topic Sentiment Label,S5-FR_5 - Topic Sentiment Score,S5-FR_5 - Topics,FL_11_DO_FL_248,FL_11_DO_FL_265,FL_11_DO_FL_264,FL_11_DO_FL_263,FL_11_DO_FL_262,FL_11_DO_FL_261,FL_11_DO_FL_260,FL_11_DO_FL_259,FL_11_DO_FL_258,FL_11_DO_FL_257,FL_11_DO_FL_256,FL_11_DO_FL_255,FL_11_DO_FL_254,FL_11_DO_FL_253,FL_11_DO_FL_252,FL_11_DO_FL_251,FL_11_DO_FL_250,FL_11_DO_FL_249,FL_186_DO_FL_25,FL_186_DO_FL_27,FL_186_DO_FL_29,FL_186_DO_FL_31,FL_186_DO_FL_33,FL_186_DO_FL_35,FL_189_DO_FL_37,FL_189_DO_FL_39,FL_189_DO_FL_41,FL_189_DO_FL_44,FL_189_DO_FL_49,FL_189_DO_FL_51,FL_196_DO_FL_54,FL_196_DO_FL_56,FL_196_DO_FL_58,FL_196_DO_FL_60,FL_196_DO_FL_62,FL_196_DO_FL_64,FL_197_DO_FL_66,FL_197_DO_FL_68,FL_197_DO_FL_70,FL_197_DO_FL_72,FL_197_DO_FL_74,FL_197_DO_FL_76,FL_198_DO_FL_78,FL_198_DO_FL_80,FL_198_DO_FL_82,FL_198_DO_FL_84,FL_198_DO_FL_86,FL_198_DO_FL_88,FL_199_DO_FL_90,FL_199_DO_FL_92,FL_199_DO_FL_94,FL_199_DO_FL_96,FL_199_DO_FL_98,FL_199_DO_FL_100,FL_200_DO_FL_108,FL_200_DO_FL_110,FL_200_DO_FL_112,FL_200_DO_FL_114,FL_200_DO_FL_116,FL_200_DO_FL_118,FL_201_DO_FL_120,FL_201_DO_FL_123,FL_201_DO_FL_125,FL_201_DO_FL_127,FL_201_DO_FL_129,FL_201_DO_FL_131,FL_202_DO_FL_133,FL_202_DO_FL_137,FL_202_DO_FL_135,FL_202_DO_FL_139,FL_202_DO_FL_141,FL_202_DO_FL_143,FL_203_DO_FL_145,FL_203_DO_FL_147,FL_203_DO_FL_149,FL_203_DO_FL_151,FL_203_DO_FL_153,FL_203_DO_FL_155,FL_204_DO_FL_157,FL_204_DO_FL_161,FL_204_DO_FL_163,FL_204_DO_FL_165,FL_204_DO_FL_167,FL_204_DO_FL_169,FL_205_DO_FL_159,FL_205_DO_FL_171,FL_205_DO_FL_173,FL_205_DO_FL_175,FL_205_DO_FL_177,FL_205_DO_FL_179,FL_206_DO_FL_207,FL_206_DO_FL_208,FL_206_DO_FL_209,FL_206_DO_FL_210,FL_206_DO_FL_211,FL_206_DO_FL_212,FL_213_DO_FL_214,FL_213_DO_FL_215,FL_213_DO_FL_216,FL_213_DO_FL_217,FL_213_DO_FL_218,FL_213_DO_FL_219,FL_220_DO_FL_221,FL_220_DO_FL_222,FL_220_DO_FL_223,FL_220_DO_FL_224,FL_220_DO_FL_225,FL_220_DO_FL_226,FL_227_DO_FL_228,FL_227_DO_FL_229,FL_227_DO_FL_230,FL_227_DO_FL_231,FL_227_DO_FL_232,FL_227_DO_FL_233,FL_234_DO_FL_235,FL_234_DO_FL_236,FL_234_DO_FL_237,FL_234_DO_FL_238,FL_234_DO_FL_239,FL_234_DO_FL_240,FL_241_DO_FL_242,FL_241_DO_FL_243,FL_241_DO_FL_244,FL_241_DO_FL_245,FL_241_DO_FL_246,FL_241_DO_FL_247
100,383,TRUE,,,,,,,9,4,1,,,,,,,,,,,,,6,93,5,35,92,15,,,,21,50,11,,,,,,,,,,,,,,,,30,47,63,69,90,88,,40,Male,White / Caucasian,,Master's Degree (MS),Rung 6,,,staging a robbery,,,,,reading his mind,pulling over and calling 911,,pouring water on the car to cool it,,,,,,telling his lawyer that he’s sick,carrying her competitor on her sled,,,,,,,,,,1,,,,,2,3,,4,,,,,,6,5,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,
100,167,TRUE,,,,100,100,100,90,100,100,,,,,,,,,,,,,100,100,100,,,,,,,,,,,,,0,0,0,,,,100,100,100,,,,,,,10,0,0,,61,Male,White / Caucasian,,Some College,Rung 5,,calling a taxi,explaining the situation to his boss,,,,,keeping an eye on him,,,,,stealing someone else’s ring,,rationing their food,,,hiding him in the snow,,,,,,,,,6,3,,,,,5,,,,,4,,1,,,2,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,
100,505,TRUE,50,80,70,60,85,80,,,,,,,,,,,,,,,,30,70,50,,,,40,50,60,,,,,,,30,15,10,,,,20,10,5,,,,,,,,,,,45,Male,White / Caucasian,,High School or equivalent,Rung 3,taking out a loan,rescheduling for a later flight,,,,,,making cat noises at him until he leaves,,refusing to drive her,,,running away,,throwing disobedient passengers off the boat,,,,,,,,,,,2,3,,,,,,1,,6,,,5,,4,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
100,322,TRUE,62,100,100,31,7,7,1,0,0,,,,100,100,100,5,1,0,,,,,,,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,Female,Black / African American,,"Professional Degree (MD, JD, etc.)",Rung 5,searching for the medication on the black market,stealing a passing driver's car,staging a robbery,,calling her mom,throwing away all of the food,,,tailgating the car,,,,,,,,,,,,,,,,,1,3,6,,4,2,,,5,,,,,,,,,,,,,,1,,,,,1,,,,,,,,1,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,390,TRUE,,,,,,,51,30,10,,,,,,,,,,30,50,50,0,0,0,4,0,0,,,,9,22,3,,,,100,100,100,,,,,,,,,,,,,,,,,38,Female,White / Caucasian,,Some College,Rung 2,,,paying the money from his own wallet,,,,giving her ticket to Ted,reading his mind,ramming into the car,,asking to use the mall's loudspeaker,,calling the taxi company,,,,,,,,,,,,,,,6,,,,3,4,5,,1,,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,246,TRUE,,,,44,82,33,91,96,94,,,,,,,,,,,,,69,87,46,,,,1,9,1,0,0,0,,,,67,88,66,,,,,,,,,,,,,,,,,42,Male,Hispanic / Latino,,College Graduate (4 year),Rung 4,,calling a taxi,explaining the situation to his boss,,,,,tackling him and holding him down,,refusing to drive her,lighting a fire under the car,,borrowing their mom’s wedding ring,,,,,,,,,,,,,,3,1,,,,,4,,5,6,,2,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,246,TRUE,,,,,,,,,,,,,70,81,82,5,50,5,1,1,6,,,,80,98,100,,,,,,,,,,,,,70,90,90,,,,0,0,0,,,,,,,,33,Male,White / Caucasian,,College Graduate (4 year),Rung 6,,,,,bringing in the assignment the next day,boosting morale with a three-legged race,stealing someone else's ticket,,pulling over and calling 911,,,,,getting another job,,getting her arm stuck in solidarity,,,,,,,,,,,,,,4,1,6,,2,,,,,3,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
100,344,TRUE,,,,,,,10,50,10,,,,0,0,0,100,100,100,,,,,,,,,,50,70,2,,,,0,0,0,,,,75,100,85,,,,,,,,,,,,,,67,Male,Asian / Pacific Islander,,Some College,Rung 4,,,getting an advance payday loan,,hypnotizing the teacher,huddling to conserve energy,,,,taking her to his house but no further,,threatening security with the knife,,getting another job,,,,,,,,,,,,,,2,,5,4,,,,3,,1,,6,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,122,TRUE,,,,,,,,,,,,,,,,,,,,,,44,67,31,,,,,,,81,61,67,,,,75,83,73,,,,39,15,29,,,,94,78,78,75,28,33,,27,Male,White / Caucasian,,College Graduate (4 year),Rung 5,,,,,,,,making cat noises at him until he leaves,,,checking that the doors are locked,,telling his sister as soon as possible,,serving engine fuel to the passengers,,asking a friend to take over,finishing the race,,,,,,,,,,,,,,,2,,,5,,6,,3,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,1,,,,
100,165,TRUE,,,,,,,,,,,,,50,5,21,,,,,,,,,,,,,51,50,50,,,,93,100,89,,,,13,72,10,,,,100,100,100,,,,100,100,100,,43,Male,White / Caucasian,,College Graduate (4 year),Rung 5,,,,,copying a friend's assignment,,,,,calling her a cab,,taking a train instead,,pitching his situation to a reality TV network,,giving Todd her water,,calling for help,,,,,,,,,,,,2,,,,,6,,1,,3,,5,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,1,,,
100,274,TRUE,,,,1,0,0,,,,52,70,30,3,4,5,,,,,,,,,,0,39,39,,,,3,3,3,,,,,,,80,80,80,,,,,,,,,,,,,,55,Female,Black / African American,,Some College,Rung 5,,stealing a passing driver's car,,borrowing someone's phone,hypnotizing the teacher,,,,honking an angry message in Morse code,,slashing the tires,,,checking in on his father daily,,,,,,,,,,,,,4,,1,2,,,,5,,3,,,6,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,73,TRUE,60,40,35,,,,81,52,40,,,,,,,,,,,,,,,,57,26,45,30,84,88,,,,59,84,70,68,67,56,,,,,,,,,,,,,,,,,30,Male,White / Caucasian,,High School or equivalent,Rung 4,going on strike for better wages,,selling one of his kidneys,,,,,,ramming into the car,turning invisible,,storing the knife in an airport locker,calling the taxi company,,,,,,,,,,,,,1,,3,,,,,,2,4,,6,5,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,155,TRUE,,,,100,100,100,,,,,,,,,,,,,91,100,80,,,,1,100,0,,,,,,,42,0,15,76,100,61,,,,66,0,13,,,,,,,,,,,46,Male,White / Caucasian,,High School or equivalent,Rung 2,,rescheduling for a later flight,,,,,trying to buy a ticket off another person,,honking an angry message in Morse code,,,pretending the knife is part of a hip replacement,borrowing their mom’s wedding ring,,selling all the food to the highest bidder,,,,,,,,,,,,3,,,,,5,,2,,,4,1,,6,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
100,135,TRUE,1,1,1,,,,,,,,,,100,100,100,,,,,,,100,100,100,,,,,,,100,100,100,,,,,,,0,0,1,,,,,,,,,,1,1,1,,42,Female,Asian / Pacific Islander,,College Graduate (4 year),Rung 3,committing credit card fraud,,,,calling her mom,,,keeping an eye on him,,,checking that the doors are locked,,,buying his father a tent,,,,stealing his dogs for extra speed,,,,,,,,3,,,,4,,,6,,,1,,,2,,,,5,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,
100,313,TRUE,100,100,100,,,,,,,5,2,9,,,,,,,,,,,,,,,,,,,,,,15,3,2,,,,,,,1,0,1,,,,10,2,7,6,50,4,,46,Male,White / Caucasian,,Some College,Rung 4,switching insurance plans,,,lying that she left her card inside,,,,,,,,pretending the knife is part of a hip replacement,,,serving engine fuel to the passengers,,staging a break-in at the store,leaving her dogs with him,,,,,,,,4,,,6,,,,,,,,1,,,5,,3,2,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,1
100,292,TRUE,,,,,,,2,10,5,,,,,,,97,90,95,0,0,0,,,,85,57,82,,,,92,83,80,,,,39,17,20,,,,,,,,,,,,,,,,,30,Male,White / Caucasian,,College Graduate (4 year),Rung 4,,,paying the money from his own wallet,,,collecting wood to start a fire,teleporting into the concert,,taking a detour at the next exit,,asking to use the mall's loudspeaker,,blaming it on the maid of honor,,,,,,,,,,,,,,,2,,,6,4,,3,,1,,5,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,188,TRUE,,,,,,,,,,,,,85,92,86,,,,,,,52,81,66,,,,,,,42,85,70,,,,,,,25,40,12,,,,78,88,72,,,,34,18,43,,35,Female,White / Caucasian,,College Graduate (4 year),Rung 3,,,,,bringing in the assignment the next day,,,asking the parents if they know him,,,calling emergency services,,,pitching his situation to a reality TV network,,hiking until she finds cell service,,finishing the race,,,,,,,,,,,,2,,,4,,,1,,,5,,3,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,1,,,,
100,550,TRUE,19,10,28,100,63,100,,,,,,,,,,85,100,79,,,,,,,,,,0,6,7,,,,100,83,68,,,,,,,,,,91,100,86,,,,,,,,32,Female,White / Caucasian,,Master's Degree (MS),Rung 6,searching for the medication on the black market,rescheduling for a later flight,,,,huddling to conserve energy,,,,taking her to his house but no further,,asking to check the knife,,,,hiking until she finds cell service,,,,,,,,,,6,5,,,,1,,,,4,,3,,,,2,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
100,237,TRUE,,,,,,,100,92,100,,,,100,100,100,,,,,,,,,,,,,100,99,100,,,,100,100,100,,,,100,100,100,,,,,,,100,100,100,,,,,28,Male,White / Caucasian,,College Graduate (4 year),Rung 6,,,staging a robbery,,copying a friend's assignment,,,,,stealing whatever she has on her,,threatening security with the knife,,abandoning his father,,,calling his lawyer,,,,,,,,,,,1,,4,,,,,2,,6,,5,,,3,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,
100,600,TRUE,55,57,55,0,6,1,,,,0,0,0,14,14,0,,,,,,,,,,23,29,16,,,,,,,,,,,,,21,53,30,,,,,,,,,,,,,,37,Female,White / Caucasian,,Some College,Rung 2,switching insurance plans,demanding that the airline delays the flight,,pulling the fire alarm,hypnotizing the teacher,,,,honking at the driver until they pull over,,,,,pitching his situation to a reality TV network,,,,,,,,,,,,2,4,,5,3,,,,6,,,,,1,,,,,,,1,,,,,,,,1,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
100,684,TRUE,,,,23,2,32,,,,97,100,98,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,0,25,0,71,66,67,,,,,39,Male,White / Caucasian,,Master's Degree (MS),Rung 2,,taking a public bus,,borrowing someone's phone,lying that her house burnt down,,,,,,,,,buying his father a tent,,getting her arm stuck in solidarity,asking a friend to take over,,,,,,,,,,4,,5,1,,,,,,,,,6,,3,2,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,1,,,,,,,,,
100,554,TRUE,,,,,,,,,,,,,,,,,,,6,26,0,55,100,95,,,,,,,,,,,,,35,0,5,,,,,,,52,8,51,95,100,100,12,0,0,,30,Male,White / Caucasian,,Some College,Rung 1 (Bottom Rung),,,,,,,pretending they are conjoined twins,waving to the parents,,,,,stealing someone else’s ring,,,leaving Todd to save herself,locking up the store,stealing his dogs for extra speed,,,,,,,,,,,,,,5,2,,,,,3,,,1,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,1,,
100,447,TRUE,,,,,,,,,,,,,,,,,,,,,,52,64,45,,,,48,59,44,54,73,45,,,,20,46,33,,,,45,59,47,,,,37,66,57,,,,,40,Female,White / Caucasian,,College Graduate (4 year),Rung 4,,,,,,,,tackling him and holding him down,,yelling in gibberish until she leaves,checking that the doors are locked,,calling the taxi company,,organizing a fishing crew,,telling his lawyer that he’s sick,,,,,,,,,,,,,,,,4,,1,3,,2,,6,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,1,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,
100,203,TRUE,,,,,,,,,,51,98,52,,,,100,100,100,,,,,,,81,100,100,,,,,,,,,,,,,9,2,3,,,,,,,35,100,0,100,100,0,,34,Male,White / Caucasian,,High School or equivalent,Rung 8,,,,renewing her membership,,huddling to conserve energy,,,pulling over and calling 911,,,,,abandoning his father,,,locking up the store,calling for help,,,,,,,,,,,3,,1,,,4,,,,,2,,,5,6,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,1,,,
100,238,TRUE,95,100,100,5,0,0,,,,,,,,,,,,,,,,9,20,3,,,,,,,,,,100,100,100,,,,,,,90,100,92,0,0,0,,,,,,,,58,Female,White / Caucasian,,Some College,Rung 4,starting a fundraiser,stealing a passing driver's car,,,,,,tackling him and holding him down,,,,asking to check the knife,,,organizing a fishing crew,getting her arm stuck in solidarity,,,,,,,,,,5,6,,,,,,2,,,,3,,,1,4,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,
100,779,TRUE,,,,5,0,0,,,,0,0,0,,,,70,100,91,31,100,55,,,,,,,,,,,,,,,,,,,,,,,,,100,50,60,70,10,61,,,,,34,Male,White / Caucasian,,Some College,Rung 4,,stealing a passing driver's car,,pulling the fire alarm,,searching for a water source,giving her ticket to Ted,,,,,,,,,leaving Todd to save herself,telling his lawyer that he’s sick,,,,,,,,,,1,,4,,2,3,,,,,,,,,5,6,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,
100,233,TRUE,,,,,,,20,100,10,,,,15,50,40,,,,2,70,0,,,,,,,45,85,55,85,100,85,,,,90,100,100,,,,,,,,,,,,,,,,,28,Female,White / Caucasian,,Some College,Rung 1 (Bottom Rung),,,getting an advance payday loan,,lying that her house burnt down,,pretending they are conjoined twins,,,calling her a cab,calling emergency services,,telling his sister as soon as possible,,,,,,,,,,,,,,,3,,1,,2,,,5,6,,4,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,231,TRUE,,,,,,,,,,2,27,45,0,0,41,,,,,,,,,,91,100,100,,,,,,,,,,100,100,100,85,93,84,,,,23,51,31,,,,,,,,40,Male,White / Caucasian,,High School or equivalent,Rung 2,,,,crawling past the front desk,lying that her house burnt down,,,,pulling over and calling 911,,,,telling his sister as soon as possible,getting another job,,sawing Todd’s arm off,,,,,,,,,,,,,4,3,,,,6,,,,5,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
100,410,TRUE,,,,,,,10,80,0,100,100,100,,,,0,0,0,40,0,0,,,,,,,35,60,20,,,,,,,,,,,,,100,100,100,,,,,,,,,,,36,Female,White / Caucasian,,College Graduate (4 year),Rung 5,,,selling one of his kidneys,paying for a day-pass to the gym,,throwing away all of the food,stealing someone else's ticket,,,taking her to his house but no further,,,,,requesting supplies to be airdropped,,,,,,,,,,,,,1,2,,4,6,,,3,,,,,5,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
100,229,TRUE,,,,21,15,6,,,,,,,,,,,,,,,,,,,22,63,67,12,35,3,73,16,29,,,,,,,,,,,,,77,91,55,,,,31,68,65,,35,Male,White / Caucasian,,"Professional Degree (MD, JD, etc.)",Rung 6,,demanding that the airline delays the flight,,,,,,,tailgating the car,refusing to drive her,pouring water on the car to cool it,,,,,yelling at Todd for getting stuck,,hiding him in the snow,,,,,,,,,3,,,,,,,4,5,6,,,,,2,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,
100,202,TRUE,92,100,100,,,,3,0,0,,,,,,,,,,,,,,,,,,,5,6,3,0,0,0,40,72,31,,,,,,,,,,,,,61,80,61,,,,,41,Male,White / Caucasian,,Some College,Rung 3,switching insurance plans,,staging a robbery,,,,,,,yelling in gibberish until she leaves,lighting a fire under the car,threatening security with the knife,,,,,asking a friend to take over,,,,,,,,,3,,4,,,,,,,2,6,1,,,,,5,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
100,190,TRUE,,,,,,,5,0,0,70,10,50,100,100,100,,,,,,,0,10,3,,,,,,,,,,,,,50,0,10,80,90,90,,,,,,,,,,,,,,48,Male,White / Caucasian,,High School or equivalent,Rung 2,,,overcharging the next customers,lying that she left her card inside,calling her mom,,,making cat noises at him until he leaves,,,,,running away,getting another job,,,,,,,,,,,,,,1,5,2,,,4,,,,,3,6,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,92,TRUE,,,,,,,,,,66,51,63,61,49,81,72,50,75,,,,,,,,,,,,,,,,,,,,,,65,59,64,,,,56,66,56,,,,53,37,74,,29,Male,Hispanic / Latino,,College Graduate (4 year),Rung 7,,,,pulling the fire alarm,hypnotizing the teacher,collecting wood to start a fire,,,,,,,,moving into his father’s apartment,,yelling at Todd for getting stuck,,carrying her competitor on her sled,,,,,,,,,,,2,4,3,,,,,,,,1,,5,,6,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,
100,117,TRUE,11,21,11,,,,,,,,,,,,,,,,,,,,,,72,85,76,23,22,42,9,9,5,5,83,19,8,5,8,,,,,,,,,,,,,,,,,37,Female,Asian / Pacific Islander,,Master's Degree (MS),Rung 5,going on strike for better wages,,,,,,,,honking an angry message in Morse code,stealing whatever she has on her,slashing the tires,taking a train instead,stealing someone else’s ring,,,,,,,,,,,,,6,,,,,,,,2,1,4,5,3,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,1,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,748,TRUE,,,,,,,,,,,,,,,,,,,,,,69,100,98,,,,,,,100,100,100,,,,0,0,0,,,,,,,79,100,61,100,100,100,0,0,0,,43,Male,White / Caucasian,,High School or equivalent,Rung 5,,,,,,,,waving to the parents,,,checking that the doors are locked,,blaming it on the maid of honor,,,hiking until she finds cell service,calling his lawyer,stealing his dogs for extra speed,,,,,,,,,,,,,,,2,,,4,,1,,,5,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,1,,
100,323,TRUE,,,,36,78,48,,,,,,,,,,22,8,44,57,62,76,5,10,3,,,,,,,,,,,,,,,,,,,87,98,98,,,,,,,34,7,13,,38,Female,White / Caucasian,,Vocational/Technical School (2 year),Rung 3,,trying to convince a passing driver to trade cars,,,,stealing all of the food and water,going without Ted,reading his mind,,,,,,,rationing their food,,,leaving her dogs with him,,,,,,,,,2,,,,5,1,3,,,,,,,6,,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1
